fold,model,scenario,k,status,train_expected_risk,cutpoints,weeks,counts,repeat,scale,effective_groups,merged_cuts,merged_weeks,merged_counts,fraction_at_25,mean_week
0,q3_basic,high_delay,4,bootstrap_conditional,0.250700112475847,"[29.2908193387951, 30.3017749204332, 31.345370364218198]","[11.0, 11.0, 11.0, 11.0]","[52, 42, 43, 130]",1,0.0,1,[],[11.0],[267],0.0,11.0
0,q2,step_only,4,bootstrap_conditional,0.1566066235713331,"[28.938497648086297, 30.21148293921325, 32.3282979883502]","[25.0, 25.0, 25.0, 25.0]","[31, 61, 74, 101]",1,0.5,1,[],[25.0],[267],1.0,25.0
0,q2,low_delay,4,bootstrap_conditional,0.2152101383777223,"[28.813373329999997, 29.20491842677795, 32.89893226593305]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 25, 132, 85]",1,0.5,2,[32.89893226593305],"[12.857142857142858, 25.0]","[182, 85]",0.31835205992509363,16.722846441947567
0,q2,medium_delay,4,bootstrap_conditional,0.2468405747200323,"[31.145124715, 32.3282979883502, 33.451538092365254]","[11.0, 11.714285714285714, 12.285714285714286, 12.857142857142858]","[128, 38, 33, 68]",1,0.5,4,"[31.145124715, 32.3282979883502, 33.451538092365254]","[11.0, 11.714285714285714, 12.285714285714286, 12.857142857142858]","[128, 38, 33, 68]",0.0,11.733547351524878
0,q2,high_delay,4,bootstrap_conditional,0.2478579186613232,"[29.2908193387951, 30.3017749204332, 31.345370364218198]","[11.0, 11.0, 11.0, 11.0]","[52, 42, 43, 130]",1,0.5,1,[],[11.0],[267],0.0,11.0
0,q3_basic,step_only,4,bootstrap_conditional,0.1566300101041812,"[28.938497648086297, 29.401891363195702, 32.2768860333865]","[25.0, 25.0, 25.0, 25.0]","[31, 26, 108, 102]",1,0.5,1,[],[25.0],[267],1.0,25.0
0,q3_basic,low_delay,4,bootstrap_conditional,0.2153710591757789,"[31.835775192944702, 33.10621120439835, 34.968266275000005]","[12.857142857142858, 24.428571428571427, 12.857142857142858, 24.857142857142858]","[149, 38, 38, 42]",1,0.5,4,"[31.835775192944702, 33.10621120439835, 34.968266275000005]","[12.857142857142858, 24.428571428571427, 12.857142857142858, 24.857142857142858]","[149, 38, 38, 42]",0.0,16.391653290529696
0,q3_basic,medium_delay,4,bootstrap_conditional,0.2491400480956467,"[31.835775192944702, 32.89893226593305, 33.8470987770759]","[11.0, 12.857142857142858, 11.285714285714286, 12.857142857142858]","[149, 33, 25, 60]",1,0.5,4,"[31.835775192944702, 32.89893226593305, 33.8470987770759]","[11.0, 12.857142857142858, 11.285714285714286, 12.857142857142858]","[149, 33, 25, 60]",0.0,11.673622257891921
0,q3_basic,high_delay,4,bootstrap_conditional,0.2504960694327759,"[29.2908193387951, 30.3017749204332, 31.345370364218198]","[11.0, 11.0, 11.0, 11.0]","[52, 42, 43, 130]",1,0.5,1,[],[11.0],[267],0.0,11.0
0,q2,step_only,4,bootstrap_conditional,0.1705996877008415,"[28.938497648086297, 29.401891363195702, 32.3549828705588]","[25.0, 25.0, 25.0, 25.0]","[31, 26, 110, 100]",1,1.0,1,[],[25.0],[267],1.0,25.0
0,q2,low_delay,4,bootstrap_conditional,0.2124065722989511,"[28.813373329999997, 29.43062944343895, 35.642604625000004]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 24.571428571428573]","[25, 34, 182, 26]",1,1.0,2,[35.642604625000004],"[12.857142857142858, 24.571428571428573]","[241, 26]",0.0,13.997859818084537
0,q2,medium_delay,4,bootstrap_conditional,0.2326747292015587,"[29.44429980024325, 31.24515140444175, 32.566909555448945]","[11.0, 11.0, 11.0, 11.0]","[61, 74, 39, 93]",1,1.0,1,[],[11.0],[267],0.0,11.0
0,q2,high_delay,4,bootstrap_conditional,0.2326747292015587,"[29.44429980024325, 31.24515140444175, 32.566909555448945]","[11.0, 11.0, 11.0, 11.0]","[61, 74, 39, 93]",1,1.0,1,[],[11.0],[267],0.0,11.0
0,q3_basic,step_only,4,bootstrap_conditional,0.1712713313359722,"[28.938497648086297, 29.652620804999998, 32.38541814915125]","[25.0, 25.0, 25.0, 25.0]","[31, 37, 100, 99]",1,1.0,1,[],[25.0],[267],1.0,25.0
0,q3_basic,low_delay,4,bootstrap_conditional,0.2130599662166121,"[28.870021235, 33.10621120439835, 35.55795257478585]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 24.571428571428573]","[27, 160, 49, 31]",1,1.0,2,[35.55795257478585],"[12.857142857142858, 24.571428571428573]","[236, 31]",0.0,14.217228464419476
0,q3_basic,medium_delay,4,bootstrap_conditional,0.2344008721703768,"[29.2908193387951, 30.3017749204332, 31.345370364218198]","[11.0, 11.0, 11.0, 11.0]","[52, 42, 43, 130]",1,1.0,1,[],[11.0],[267],0.0,11.0
0,q3_basic,high_delay,4,bootstrap_conditional,0.2344008721703768,"[29.2908193387951, 30.3017749204332, 31.345370364218198]","[11.0, 11.0, 11.0, 11.0]","[52, 42, 43, 130]",1,1.0,1,[],[11.0],[267],0.0,11.0
0,q2,step_only,4,bootstrap_conditional,0.187504974325518,"[28.813373329999997, 29.7185051004643, 32.2768860333865]","[12.857142857142858, 12.857142857142858, 25.0, 25.0]","[25, 44, 96, 102]",1,1.5,2,[29.7185051004643],"[12.857142857142858, 25.0]","[69, 198]",0.7415730337078652,21.861958266452646
0,q2,low_delay,4,bootstrap_conditional,0.2075466988749287,"[28.813373329999997, 29.20491842677795, 30.2798105797449]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 12.857142857142858]","[25, 25, 43, 174]",1,1.5,1,[],[12.857142857142858],[267],0.0,12.857142857142858
0,q2,medium_delay,4,bootstrap_conditional,0.2207725581059542,"[29.2908193387951, 31.21939287, 32.566909555448945]","[11.0, 11.0, 11.0, 11.0]","[52, 81, 41, 93]",1,1.5,1,[],[11.0],[267],0.0,11.0
0,q2,high_delay,4,bootstrap_conditional,0.2207725581059542,"[29.2908193387951, 31.21939287, 32.566909555448945]","[11.0, 11.0, 11.0, 11.0]","[52, 81, 41, 93]",1,1.5,1,[],[11.0],[267],0.0,11.0
0,q3_basic,step_only,4,bootstrap_conditional,0.1879663726567726,"[29.152824510000002, 30.5924608559611, 31.50660346546065]","[12.857142857142858, 25.0, 12.857142857142858, 25.0]","[46, 67, 27, 127]",1,1.5,4,"[29.152824510000002, 30.5924608559611, 31.50660346546065]","[12.857142857142858, 25.0, 12.857142857142858, 25.0]","[46, 67, 27, 127]",0.7265917602996255,21.68004280363831
0,q3_basic,low_delay,4,bootstrap_conditional,0.2085143225680362,"[28.813373329999997, 29.20491842677795, 30.46963577]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 12.857142857142858]","[25, 25, 57, 160]",1,1.5,1,[],[12.857142857142858],[267],0.0,12.857142857142858
0,q3_basic,medium_delay,4,bootstrap_conditional,0.2216916503541804,"[29.531086350000002, 31.7336015545789, 33.20719191798945]","[11.0, 11.0, 11.0, 11.0]","[63, 82, 46, 76]",1,1.5,1,[],[11.0],[267],0.0,11.0
0,q3_basic,high_delay,4,bootstrap_conditional,0.2216916503541804,"[29.531086350000002, 31.7336015545789, 33.20719191798945]","[11.0, 11.0, 11.0, 11.0]","[63, 82, 46, 76]",1,1.5,1,[],[11.0],[267],0.0,11.0
0,q2,step_only,4,bootstrap_conditional,0.1472084826951961,"[29.20491842677795, 30.8086540818733, 33.1279444036214]","[12.857142857142858, 25.0, 25.0, 25.0]","[41, 68, 77, 81]",2,0.0,2,[29.20491842677795],"[12.857142857142858, 25.0]","[41, 226]",0.846441947565543,23.135366506153023
0,q2,low_delay,4,bootstrap_conditional,0.1827924790059492,"[29.009509792886902, 30.8086540818733, 35.2208681140727]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[30, 79, 122, 36]",2,0.0,2,[35.2208681140727],"[12.857142857142858, 25.0]","[231, 36]",0.1348314606741573,14.49438202247191
0,q2,medium_delay,4,bootstrap_conditional,0.207874533656483,"[29.749820315464298, 30.435518495, 35.43452652765335]","[11.0, 11.0, 11.0, 12.857142857142858]","[54, 25, 155, 33]",2,0.0,2,[35.43452652765335],"[11.0, 12.857142857142858]","[234, 33]",0.0,11.229534510433387
0,q2,high_delay,4,bootstrap_conditional,0.2082559639716401,"[29.749820315464298, 30.435518495, 31.3028320125015]","[11.0, 11.0, 11.0, 11.0]","[54, 25, 45, 143]",2,0.0,1,[],[11.0],[267],0.0,11.0
0,q3_basic,step_only,4,bootstrap_conditional,0.1461781272775373,"[29.392081044999998, 30.70173971, 33.1279444036214]","[12.857142857142858, 25.0, 25.0, 25.0]","[46, 57, 83, 81]",2,0.0,2,[29.392081044999998],"[12.857142857142858, 25.0]","[46, 221]",0.8277153558052435,22.9079721776351
0,q3_basic,low_delay,4,bootstrap_conditional,0.1829466893055358,"[28.813373329999997, 29.5907377837715, 35.58841657265335]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 25, 186, 31]",2,0.0,2,[35.58841657265335],"[12.857142857142858, 25.0]","[236, 31]",0.11610486891385768,14.266987693953986
0,q3_basic,medium_delay,4,bootstrap_conditional,0.2086180736916194,"[29.749820315464298, 33.80998091497105, 35.58841657265335]","[11.0, 11.0, 11.285714285714286, 12.857142857142858]","[54, 151, 31, 31]",2,0.0,3,"[33.80998091497105, 35.58841657265335]","[11.0, 11.285714285714286, 12.857142857142858]","[205, 31, 31]",0.0,11.248796147672552
0,q3_basic,high_delay,4,bootstrap_conditional,0.2090893879385456,"[29.78295940379965, 32.04871425, 33.20719191798945]","[11.0, 11.0, 11.0, 11.0]","[59, 90, 39, 79]",2,0.0,1,[],[11.0],[267],0.0,11.0
0,q2,step_only,4,bootstrap_conditional,0.1499027290833048,"[28.813373329999997, 29.5907377837715, 30.8086540818733]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 25, 59, 158]",2,0.5,2,[30.8086540818733],"[12.857142857142858, 25.0]","[109, 158]",0.5917602996254682,20.042803638309255
0,q2,low_delay,4,bootstrap_conditional,0.1742211783605617,"[28.938497648086297, 30.5924608559611, 35.818592644999995]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[28, 69, 144, 26]",2,0.5,2,[35.818592644999995],"[12.857142857142858, 25.0]","[241, 26]",0.09737827715355805,14.039593365436064
0,q2,medium_delay,4,bootstrap_conditional,0.1912599314874956,"[30.081318935, 32.70496857986549, 33.75437025555455]","[11.0, 11.0, 11.0, 11.0]","[64, 107, 32, 64]",2,0.5,1,[],[11.0],[267],0.0,11.0
0,q2,high_delay,4,bootstrap_conditional,0.1912599314874956,"[30.081318935, 32.70496857986549, 33.75437025555455]","[11.0, 11.0, 11.0, 11.0]","[64, 107, 32, 64]",2,0.5,1,[],[11.0],[267],0.0,11.0
0,q3_basic,step_only,4,bootstrap_conditional,0.1495682540835696,"[29.749820315464298, 30.48501834, 31.255424249441752]","[12.857142857142858, 24.857142857142858, 12.857142857142858, 25.0]","[54, 39, 28, 146]",2,0.5,4,"[29.749820315464298, 30.48501834, 31.255424249441752]","[12.857142857142858, 24.857142857142858, 12.857142857142858, 25.0]","[54, 39, 28, 146]",0.5468164794007491,21.249866238630286
0,q3_basic,low_delay,4,bootstrap_conditional,0.1747389109555768,"[28.813373329999997, 29.5907377837715, 35.818592644999995]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 25, 191, 26]",2,0.5,2,[35.818592644999995],"[12.857142857142858, 25.0]","[241, 26]",0.09737827715355805,14.039593365436064
0,q3_basic,medium_delay,4,bootstrap_conditional,0.1922749699265156,"[29.749820315464298, 30.435518495, 31.54083685733135]","[11.0, 11.0, 11.0, 11.0]","[54, 25, 47, 141]",2,0.5,1,[],[11.0],[267],0.0,11.0
0,q3_basic,high_delay,4,bootstrap_conditional,0.1922749699265156,"[29.749820315464298, 30.435518495, 31.54083685733135]","[11.0, 11.0, 11.0, 11.0]","[54, 25, 47, 141]",2,0.5,1,[],[11.0],[267],0.0,11.0
0,q2,step_only,4,bootstrap_conditional,0.1575338018428773,"[29.7185051004643, 30.97970272281495, 34.09516117264635]","[12.857142857142858, 25.0, 25.0, 25.0]","[53, 60, 103, 51]",2,1.0,2,[29.7185051004643],"[12.857142857142858, 25.0]","[53, 214]",0.8014981273408239,22.589620117710005
0,q2,low_delay,4,bootstrap_conditional,0.1861434292993581,"[28.813373329999997, 29.5907377837715, 35.818592644999995]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 25, 191, 26]",2,1.0,2,[35.818592644999995],"[12.857142857142858, 25.0]","[241, 26]",0.09737827715355805,14.039593365436064
0,q2,medium_delay,4,bootstrap_conditional,0.2046447821835116,"[29.94361332905565, 32.04871425, 33.20719191798945]","[11.0, 11.0, 11.0, 11.0]","[62, 87, 39, 79]",2,1.0,1,[],[11.0],[267],0.0,11.0
0,q2,high_delay,4,bootstrap_conditional,0.2046447821835116,"[29.94361332905565, 32.04871425, 33.20719191798945]","[11.0, 11.0, 11.0, 11.0]","[62, 87, 39, 79]",2,1.0,1,[],[11.0],[267],0.0,11.0
0,q3_basic,step_only,4,bootstrap_conditional,0.1566661715559731,"[29.392081044999998, 30.70173971, 33.80998091497105]","[12.857142857142858, 25.0, 25.0, 25.0]","[46, 57, 102, 62]",2,1.0,2,[29.392081044999998],"[12.857142857142858, 25.0]","[46, 221]",0.8277153558052435,22.9079721776351
0,q3_basic,low_delay,4,bootstrap_conditional,0.1867817016935454,"[28.813373329999997, 29.5907377837715, 35.689195755]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 25, 190, 27]",2,1.0,2,[35.689195755],"[12.857142857142858, 25.0]","[240, 27]",0.10112359550561797,14.085072231139646
0,q3_basic,medium_delay,4,bootstrap_conditional,0.2057200298742451,"[29.94361332905565, 32.04871425, 33.337644175911]","[11.0, 11.0, 11.0, 11.0]","[62, 87, 45, 73]",2,1.0,1,[],[11.0],[267],0.0,11.0
0,q3_basic,high_delay,4,bootstrap_conditional,0.2057200298742451,"[29.94361332905565, 32.04871425, 33.337644175911]","[11.0, 11.0, 11.0, 11.0]","[62, 87, 45, 73]",2,1.0,1,[],[11.0],[267],0.0,11.0
0,q2,step_only,4,bootstrap_conditional,0.1602194078140194,"[28.813373329999997, 29.756464415, 31.6993715345789]","[12.857142857142858, 25.0, 25.0, 25.0]","[25, 33, 70, 139]",2,1.5,2,[28.813373329999997],"[12.857142857142858, 25.0]","[25, 242]",0.9063670411985019,23.863028357410382
0,q2,low_delay,4,bootstrap_conditional,0.1949318265523091,"[28.813373329999997, 29.5907377837715, 35.818592644999995]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 25, 191, 26]",2,1.5,2,[35.818592644999995],"[12.857142857142858, 25.0]","[241, 26]",0.09737827715355805,14.039593365436064
0,q2,medium_delay,4,bootstrap_conditional,0.2163423979263806,"[29.749820315464298, 30.435518495, 31.3028320125015]","[11.0, 11.0, 11.0, 11.0]","[54, 25, 45, 143]",2,1.5,1,[],[11.0],[267],0.0,11.0
0,q2,high_delay,4,bootstrap_conditional,0.2163423979263806,"[29.749820315464298, 30.435518495, 31.3028320125015]","[11.0, 11.0, 11.0, 11.0]","[54, 25, 45, 143]",2,1.5,1,[],[11.0],[267],0.0,11.0
0,q3_basic,step_only,4,bootstrap_conditional,0.1594951213949469,"[29.35954207201715, 30.70173971, 33.1279444036214]","[12.857142857142858, 25.0, 25.0, 25.0]","[45, 58, 83, 81]",2,1.5,2,[29.35954207201715],"[12.857142857142858, 25.0]","[45, 222]",0.8314606741573034,22.953451043338685
0,q3_basic,low_delay,4,bootstrap_conditional,0.1957137828662921,"[29.0455820628869, 33.80998091497105, 35.58841657265335]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[31, 174, 31, 31]",2,1.5,2,[35.58841657265335],"[12.857142857142858, 25.0]","[236, 31]",0.11610486891385768,14.266987693953986
0,q3_basic,medium_delay,4,bootstrap_conditional,0.217777581304155,"[29.749820315464298, 30.48501834, 35.818592644999995]","[11.0, 11.0, 11.0, 11.714285714285714]","[54, 39, 148, 26]",2,1.5,2,[35.818592644999995],"[11.0, 11.714285714285714]","[241, 26]",0.0,11.069555912252541
0,q3_basic,high_delay,4,bootstrap_conditional,0.2177923354104633,"[29.756464415, 32.04871425, 33.173932113621404]","[11.0, 11.0, 11.0, 11.0]","[58, 91, 38, 80]",2,1.5,1,[],[11.0],[267],0.0,11.0
0,q2,step_only,4,bootstrap_conditional,0.1476134250031803,"[28.65945323, 29.92762346, 30.68221255328655]","[12.857142857142858, 12.857142857142858, 25.0, 25.0]","[27, 36, 39, 165]",3,0.0,2,[29.92762346],"[12.857142857142858, 25.0]","[63, 204]",0.7640449438202247,22.134831460674157
0,q2,low_delay,4,bootstrap_conditional,0.1832919614760067,"[28.62684680525625, 29.43062944343895, 34.535671918803445]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[26, 25, 171, 45]",3,0.0,2,[34.535671918803445],"[12.857142857142858, 25.0]","[222, 45]",0.16853932584269662,14.903691813804173
0,q2,medium_delay,4,bootstrap_conditional,0.2088260879720737,"[29.14653724967005, 34.258432214678805, 35.43452652765335]","[11.0, 11.0, 11.714285714285714, 12.857142857142858]","[43, 174, 25, 25]",3,0.0,3,"[34.258432214678805, 35.43452652765335]","[11.0, 11.714285714285714, 12.857142857142858]","[217, 25, 25]",0.0,11.240770465489566
0,q2,high_delay,4,bootstrap_conditional,0.2092245363265346,"[29.415395388195698, 30.6453224487093, 31.7336015545789]","[11.0, 11.0, 11.0, 11.0]","[50, 51, 30, 136]",3,0.0,1,[],[11.0],[267],0.0,11.0
0,q3_basic,step_only,4,bootstrap_conditional,0.1472033988049604,"[29.35954207201715, 30.16560389281525, 30.84344416]","[12.857142857142858, 24.857142857142858, 12.857142857142858, 25.0]","[46, 34, 27, 160]",3,0.0,4,"[29.35954207201715, 30.16560389281525, 30.84344416]","[12.857142857142858, 24.857142857142858, 12.857142857142858, 25.0]","[46, 34, 27, 160]",0.599250936329588,21.661851257356872
0,q3_basic,low_delay,4,bootstrap_conditional,0.181578010888164,"[28.62684680525625, 29.531086350000002, 35.00033464]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 24.714285714285715]","[26, 30, 180, 31]",3,0.0,2,[35.00033464],"[12.857142857142858, 24.714285714285715]","[236, 31]",0.0,14.233814874264313
0,q3_basic,medium_delay,4,bootstrap_conditional,0.2077265117534319,"[29.14653724967005, 30.3549329065045, 35.00033464]","[11.0, 11.0, 11.0, 12.857142857142858]","[43, 42, 151, 31]",3,0.0,2,[35.00033464],"[11.0, 12.857142857142858]","[236, 31]",0.0,11.215623327982877
0,q3_basic,high_delay,4,bootstrap_conditional,0.2082863839842137,"[29.37857702, 30.483268680000002, 31.95259136745955]","[11.0, 11.0, 11.0, 11.0]","[48, 49, 36, 134]",3,0.0,1,[],[11.0],[267],0.0,11.0
0,q2,step_only,4,bootstrap_conditional,0.1528495936231029,"[28.62684680525625, 29.43062944343895, 30.3549329065045]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[26, 25, 34, 182]",3,0.5,2,[30.3549329065045],"[12.857142857142858, 25.0]","[85, 182]",0.6816479400749064,21.134296415195294
0,q2,low_delay,4,bootstrap_conditional,0.1826252313481194,"[28.62684680525625, 29.531086350000002, 35.43452652765335]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 24.571428571428573]","[26, 30, 186, 25]",3,0.5,2,[35.43452652765335],"[12.857142857142858, 24.571428571428573]","[242, 25]",0.0,13.95398608881755
0,q2,medium_delay,4,bootstrap_conditional,0.2021935585811655,"[29.14653724967005, 30.3549329065045, 31.27458389444175]","[11.0, 11.0, 11.0, 11.0]","[43, 42, 35, 147]",3,0.5,1,[],[11.0],[267],0.0,11.0
0,q2,high_delay,4,bootstrap_conditional,0.2021935585811655,"[29.14653724967005, 30.3549329065045, 31.27458389444175]","[11.0, 11.0, 11.0, 11.0]","[43, 42, 35, 147]",3,0.5,1,[],[11.0],[267],0.0,11.0
0,q3_basic,step_only,4,bootstrap_conditional,0.1522391810969134,"[29.35954207201715, 30.16560389281525, 30.84344416]","[12.857142857142858, 24.857142857142858, 12.857142857142858, 25.0]","[46, 34, 27, 160]",3,0.5,4,"[29.35954207201715, 30.16560389281525, 30.84344416]","[12.857142857142858, 24.857142857142858, 12.857142857142858, 25.0]","[46, 34, 27, 160]",0.599250936329588,21.661851257356872
0,q3_basic,low_delay,4,bootstrap_conditional,0.1806410994199003,"[28.62684680525625, 29.43062944343895, 35.3033617940727]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 24.714285714285715]","[26, 25, 188, 28]",3,0.5,2,[35.3033617940727],"[12.857142857142858, 24.714285714285715]","[239, 28]",0.0,14.100588550026753
0,q3_basic,medium_delay,4,bootstrap_conditional,0.2011394082943806,"[29.398260685, 30.7981037518733, 35.43452652765335]","[11.0, 11.0, 11.0, 12.142857142857142]","[49, 56, 137, 25]",3,0.5,2,[35.43452652765335],"[11.0, 12.142857142857142]","[242, 25]",0.0,11.10700909577314
0,q3_basic,high_delay,4,bootstrap_conditional,0.2011635835222666,"[29.398260685, 30.54099133933135, 31.601947130107853]","[11.0, 11.0, 11.0, 11.0]","[49, 49, 30, 139]",3,0.5,1,[],[11.0],[267],0.0,11.0
0,q2,step_only,4,bootstrap_conditional,0.1538959228199371,"[28.62684680525625, 29.793195365, 30.68221255328655]","[12.857142857142858, 12.857142857142858, 25.0, 25.0]","[26, 34, 42, 165]",3,1.0,2,[29.793195365],"[12.857142857142858, 25.0]","[60, 207]",0.7752808988764045,22.271268057784912
0,q2,low_delay,4,bootstrap_conditional,0.1856777711922932,"[28.62684680525625, 30.102058579967398, 35.43452652765335]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 24.571428571428573]","[26, 45, 171, 25]",3,1.0,2,[35.43452652765335],"[12.857142857142858, 24.571428571428573]","[242, 25]",0.0,13.95398608881755
0,q2,medium_delay,4,bootstrap_conditional,0.2062472229571576,"[29.14653724967005, 30.3549329065045, 35.43452652765335]","[11.0, 11.0, 11.0, 11.428571428571429]","[43, 42, 157, 25]",3,1.0,2,[35.43452652765335],"[11.0, 11.428571428571429]","[242, 25]",0.0,11.040128410914928
0,q2,high_delay,4,bootstrap_conditional,0.2062518475711395,"[29.14653724967005, 30.4768398, 31.677154004578902]","[11.0, 11.0, 11.0, 11.0]","[43, 53, 33, 138]",3,1.0,1,[],[11.0],[267],0.0,11.0
0,q3_basic,step_only,4,bootstrap_conditional,0.1533067986617854,"[29.35954207201715, 30.16560389281525, 30.84344416]","[12.857142857142858, 24.857142857142858, 12.857142857142858, 25.0]","[46, 34, 27, 160]",3,1.0,4,"[29.35954207201715, 30.16560389281525, 30.84344416]","[12.857142857142858, 24.857142857142858, 12.857142857142858, 25.0]","[46, 34, 27, 160]",0.599250936329588,21.661851257356872
0,q3_basic,low_delay,4,bootstrap_conditional,0.1840008137047438,"[29.35954207201715, 30.483268680000002, 35.00033464]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 24.714285714285715]","[46, 51, 139, 31]",3,1.0,2,[35.00033464],"[12.857142857142858, 24.714285714285715]","[236, 31]",0.0,14.233814874264313
0,q3_basic,medium_delay,4,bootstrap_conditional,0.2057551562277779,"[29.43062944343895, 34.187725467824, 35.43452652765335]","[11.0, 11.0, 11.0, 12.857142857142858]","[51, 164, 27, 25]",3,1.0,2,[35.43452652765335],"[11.0, 12.857142857142858]","[242, 25]",0.0,11.173889780631354
0,q3_basic,high_delay,4,bootstrap_conditional,0.2058541637262513,"[29.44429980024325, 32.2768860333865, 33.3978292790151]","[11.0, 11.0, 11.0, 11.0]","[54, 90, 47, 76]",3,1.0,1,[],[11.0],[267],0.0,11.0
0,q2,step_only,4,bootstrap_conditional,0.1572062148980562,"[28.62684680525625, 29.43062944343895, 30.16560389281525]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[26, 25, 29, 187]",3,1.5,2,[30.16560389281525],"[12.857142857142858, 25.0]","[80, 187]",0.700374531835206,21.361690743713215
0,q2,low_delay,4,bootstrap_conditional,0.1893372253775118,"[28.62684680525625, 29.44429980024325, 34.930506245000004]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[26, 28, 175, 38]",3,1.5,2,[34.930506245000004],"[12.857142857142858, 25.0]","[229, 38]",0.14232209737827714,14.58533975387908
0,q2,medium_delay,4,bootstrap_conditional,0.2103646408579295,"[29.14653724967005, 30.3549329065045, 35.43452652765335]","[11.0, 11.0, 11.0, 11.857142857142858]","[43, 42, 157, 25]",3,1.5,2,[35.43452652765335],"[11.0, 11.857142857142858]","[242, 25]",0.0,11.080256821829856
0,q2,high_delay,4,bootstrap_conditional,0.2103785979422879,"[29.415395388195698, 30.68221255328655, 31.83326575245955]","[11.0, 11.0, 11.0, 11.0]","[50, 52, 30, 135]",3,1.5,1,[],[11.0],[267],0.0,11.0
0,q3_basic,step_only,4,bootstrap_conditional,0.1568996982647667,"[29.35954207201715, 30.16560389281525, 30.84344416]","[12.857142857142858, 24.857142857142858, 12.857142857142858, 25.0]","[46, 34, 27, 160]",3,1.5,4,"[29.35954207201715, 30.16560389281525, 30.84344416]","[12.857142857142858, 24.857142857142858, 12.857142857142858, 25.0]","[46, 34, 27, 160]",0.599250936329588,21.661851257356872
0,q3_basic,low_delay,4,bootstrap_conditional,0.1879065113710576,"[28.62684680525625, 29.44429980024325, 35.00033464]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 24.714285714285715]","[26, 28, 182, 31]",3,1.5,2,[35.00033464],"[12.857142857142858, 24.714285714285715]","[236, 31]",0.0,14.233814874264313
0,q3_basic,medium_delay,4,bootstrap_conditional,0.210018290226525,"[29.415395388195698, 34.09516117264635, 35.43452652765335]","[11.0, 11.0, 11.0, 12.857142857142858]","[50, 162, 30, 25]",3,1.5,2,[35.43452652765335],"[11.0, 12.857142857142858]","[242, 25]",0.0,11.173889780631354
0,q3_basic,high_delay,4,bootstrap_conditional,0.2101315416458175,"[29.398260685, 32.04871425, 33.43571488]","[11.0, 11.0, 11.0, 11.0]","[49, 91, 52, 75]",3,1.5,1,[],[11.0],[267],0.0,11.0
0,q2,step_only,4,bootstrap_conditional,0.1580645412944756,"[29.009509792886902, 29.89542649103325, 34.42010653732065]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[30, 38, 158, 41]",4,0.0,2,[34.42010653732065],"[12.857142857142858, 25.0]","[226, 41]",0.15355805243445692,14.721776350989835
0,q2,low_delay,4,bootstrap_conditional,0.170442157957133,"[28.938497648086297, 29.50395123401475, 30.102058579967398]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 12.857142857142858]","[27, 26, 26, 188]",4,0.0,1,[],[12.857142857142858],[267],0.0,12.857142857142858
0,q2,medium_delay,4,bootstrap_conditional,0.1761627428922988,"[29.35954207201715, 30.456294565, 32.2768860333865]","[11.0, 11.0, 11.0, 11.0]","[45, 62, 68, 92]",4,0.0,1,[],[11.0],[267],0.0,11.0
0,q2,high_delay,4,bootstrap_conditional,0.1761627428922988,"[29.35954207201715, 30.456294565, 32.2768860333865]","[11.0, 11.0, 11.0, 11.0]","[45, 62, 68, 92]",4,0.0,1,[],[11.0],[267],0.0,11.0
0,q3_basic,step_only,4,bootstrap_conditional,0.1578478365294904,"[29.130029079670052, 30.63776876310955, 34.6456217064828]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[32, 94, 108, 33]",4,0.0,2,[34.6456217064828],"[12.857142857142858, 25.0]","[234, 33]",0.12359550561797752,14.357945425361157
