fold,model,scenario,k,status,train_expected_risk,cutpoints,weeks,counts,repeat,scale,effective_groups,merged_cuts,merged_weeks,merged_counts,fraction_at_25,mean_week
0,q3_basic,step_only,4,bootstrap_conditional,0.1696904494531118,"[29.152824510000002, 30.521331102512548, 31.996085665000003]","[25.0, 25.0, 25.0, 25.0]","[44, 59, 49, 115]",0,1.5,1,[],[25.0],[267],1.0,25.0
0,q3_basic,low_delay,4,bootstrap_conditional,0.2126753382862991,"[29.37857702, 33.83156313, 34.965401695]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[51, 159, 29, 28]",0,1.5,2,[34.965401695],"[12.857142857142858, 25.0]","[239, 28]",0.10486891385767791,14.130551096843233
0,q3_basic,medium_delay,4,bootstrap_conditional,0.2369438986987046,"[28.821843131379502, 29.398260685, 35.1705589940727]","[11.0, 11.0, 11.0, 12.857142857142858]","[25, 28, 189, 25]",0,1.5,2,[35.1705589940727],"[11.0, 12.857142857142858]","[242, 25]",0.0,11.173889780631354
0,q3_basic,high_delay,4,bootstrap_conditional,0.237047728828318,"[28.821843131379502, 29.89542649103325, 30.48501834]","[11.0, 11.0, 11.0, 11.0]","[25, 43, 34, 165]",0,1.5,1,[],[11.0],[267],0.0,11.0
0,q2,step_only,4,bootstrap_conditional,0.1500475053289894,"[28.938497648086297, 29.401891363195702, 32.2768860333865]","[25.0, 25.0, 25.0, 25.0]","[31, 26, 108, 102]",1,0.0,1,[],[25.0],[267],1.0,25.0
0,q2,low_delay,4,bootstrap_conditional,0.2099115061329846,"[28.870021235, 30.536487856629748, 32.2768860333865]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[27, 84, 54, 102]",1,0.0,2,[32.2768860333865],"[12.857142857142858, 25.0]","[165, 102]",0.38202247191011235,17.49598715890851
0,q2,medium_delay,4,bootstrap_conditional,0.2449916763261647,"[29.2908193387951, 30.21148293921325, 31.345370364218198]","[11.0, 11.571428571428571, 12.142857142857142, 12.857142857142858]","[52, 40, 45, 130]",1,0.0,4,"[29.2908193387951, 30.21148293921325, 31.345370364218198]","[11.0, 11.571428571428571, 12.142857142857142, 12.857142857142858]","[52, 40, 45, 130]",0.0,12.182450508293206
0,q2,high_delay,4,bootstrap_conditional,0.2473697032627732,"[29.2908193387951, 30.3017749204332, 31.345370364218198]","[11.0, 11.0, 11.0, 11.0]","[52, 42, 43, 130]",1,0.0,1,[],[11.0],[267],0.0,11.0
0,q3_basic,step_only,4,bootstrap_conditional,0.1498539249131055,"[29.071831297786503, 30.2798105797449, 32.2768860333865]","[25.0, 25.0, 25.0, 25.0]","[36, 57, 72, 102]",1,0.0,1,[],[25.0],[267],1.0,25.0
0,q3_basic,low_delay,4,bootstrap_conditional,0.2100114763661653,"[31.835775192944702, 32.89893226593305, 33.8470987770759]","[12.857142857142858, 24.428571428571427, 12.857142857142858, 25.0]","[149, 33, 25, 60]",1,0.0,4,"[31.835775192944702, 32.89893226593305, 33.8470987770759]","[12.857142857142858, 24.428571428571427, 12.857142857142858, 25.0]","[149, 33, 25, 60]",0.2247191011235955,17.01605136436597
0,q3_basic,medium_delay,4,bootstrap_conditional,0.2475600386333311,"[29.35954207201715, 30.5924608559611, 31.835775192944702]","[11.428571428571429, 12.857142857142858, 11.285714285714286, 12.857142857142858]","[55, 58, 36, 118]",1,0.0,4,"[29.35954207201715, 30.5924608559611, 31.835775192944702]","[11.428571428571429, 12.857142857142858, 11.285714285714286, 12.857142857142858]","[55, 58, 36, 118]",0.0,12.3509898341359
