fold,model,scenario,k,status,train_expected_risk,heldout_expected_risk,heldout_subjects,heldout_outside_bmi_range,cutpoints,weeks,counts,effective_groups,merged_cutpoints,merged_weeks,merged_counts,boundary_groups
4,q2,low_delay,3,model_dependent,0.2055144874430348,0.2057730272199913,53,0,"[28.9759443680863, 33.82618036210485]","[12.857142857142858, 12.857142857142858, 25.0]","[25, 144, 45]",2,[33.82618036210485],"[12.857142857142858, 25.0]","[169, 45]",1
4,q2,low_delay,4,model_dependent,0.2055144874430348,0.2057730272199913,53,0,"[28.9759443680863, 30.18303856416215, 33.82618036210485]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 49, 95, 45]",2,[33.82618036210485],"[12.857142857142858, 25.0]","[169, 45]",1
4,q2,medium_delay,1,model_dependent,0.23395938586265,0.2341083527466531,53,0,[],[11.0],[214],1,[],[11.0],[214],1
4,q2,medium_delay,3,model_dependent,0.233543171820419,0.2336933814049285,53,0,"[33.4651615552023, 35.10594088]","[11.0, 11.571428571428571, 12.857142857142858]","[164, 25, 25]",3,"[33.4651615552023, 35.10594088]","[11.0, 11.571428571428571, 12.857142857142858]","[164, 25, 25]",1
4,q2,medium_delay,4,model_dependent,0.233543171820419,0.2336933814049285,53,0,"[29.0780592777865, 33.4651615552023, 35.10594088]","[11.0, 11.0, 11.571428571428571, 12.857142857142858]","[32, 132, 25, 25]",3,"[33.4651615552023, 35.10594088]","[11.0, 11.571428571428571, 12.857142857142858]","[164, 25, 25]",1
4,q2,high_delay,1,model_dependent,0.23395938586265,0.2341083527466531,53,0,[],[11.0],[214],1,[],[11.0],[214],1
4,q2,high_delay,3,model_dependent,0.23395938586265,0.2341083527466531,53,0,"[29.0780592777865, 29.80803022604035]","[11.0, 11.0, 11.0]","[32, 28, 154]",1,[],[11.0],[214],1
4,q2,high_delay,4,model_dependent,0.23395938586265,0.2341083527466531,53,0,"[29.0780592777865, 29.80803022604035, 31.10374034281495]","[11.0, 11.0, 11.0, 11.0]","[32, 28, 40, 114]",1,[],[11.0],[214],1
4,q3_basic,step_only,1,model_dependent,0.1590025405677417,0.162078705031251,53,0,[],[25.0],[214],1,[],[25.0],[214],1
4,q3_basic,step_only,3,model_dependent,0.1590025405677417,0.162078705031251,53,0,"[29.20491842677795, 30.456294565]","[25.0, 25.0, 25.0]","[38, 46, 130]",1,[],[25.0],[214],1
4,q3_basic,step_only,4,model_dependent,0.1590025405677417,0.162078705031251,53,0,"[29.20491842677795, 30.456294565, 33.1117307459062]","[25.0, 25.0, 25.0, 25.0]","[38, 46, 67, 63]",1,[],[25.0],[214],1
4,q3_basic,low_delay,1,model_dependent,0.210680815691354,0.2178282506927904,53,0,[],[12.857142857142858],[214],1,[],[12.857142857142858],[214],0
4,q3_basic,low_delay,3,model_dependent,0.204965735683732,0.2127763643998762,53,0,"[28.9759443680863, 33.400077130867246]","[12.857142857142858, 12.857142857142858, 25.0]","[25, 138, 51]",2,[33.400077130867246],"[12.857142857142858, 25.0]","[163, 51]",1
4,q3_basic,low_delay,4,model_dependent,0.204965735683732,0.2127763643998762,53,0,"[28.9759443680863, 31.6993715345789, 33.400077130867246]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 90, 48, 51]",2,[33.400077130867246],"[12.857142857142858, 25.0]","[163, 51]",1
4,q3_basic,medium_delay,1,model_dependent,0.2344480689797333,0.2421878045762907,53,0,[],[11.0],[214],1,[],[11.0],[214],1
4,q3_basic,medium_delay,3,model_dependent,0.2339117362373864,0.2417032220139694,53,0,"[33.400077130867246, 35.02941549]","[11.0, 11.857142857142858, 12.857142857142858]","[163, 25, 26]",3,"[33.400077130867246, 35.02941549]","[11.0, 11.857142857142858, 12.857142857142858]","[163, 25, 26]",1
4,q3_basic,medium_delay,4,model_dependent,0.2339117362373864,0.2417032220139694,53,0,"[29.0780592777865, 33.400077130867246, 35.02941549]","[11.0, 11.0, 11.857142857142858, 12.857142857142858]","[32, 131, 25, 26]",3,"[33.400077130867246, 35.02941549]","[11.0, 11.857142857142858, 12.857142857142858]","[163, 25, 26]",1
4,q3_basic,high_delay,1,model_dependent,0.2344480689797333,0.2421878045762907,53,0,[],[11.0],[214],1,[],[11.0],[214],1
4,q3_basic,high_delay,3,model_dependent,0.2344480689797333,0.2421878045762907,53,0,"[29.0780592777865, 29.80803022604035]","[11.0, 11.0, 11.0]","[32, 28, 154]",1,[],[11.0],[214],1
4,q3_basic,high_delay,4,model_dependent,0.2344480689797333,0.2421878045762907,53,0,"[29.0780592777865, 29.80803022604035, 31.10374034281495]","[11.0, 11.0, 11.0, 11.0]","[32, 28, 40, 114]",1,[],[11.0],[214],1
4,q3_full,step_only,1,model_dependent,0.1593619287932742,0.1634537575057765,53,0,[],[25.0],[214],1,[],[25.0],[214],1
4,q3_full,step_only,3,model_dependent,0.1593619287932742,0.1634537575057765,53,0,"[29.20491842677795, 30.456294565]","[25.0, 25.0, 25.0]","[38, 46, 130]",1,[],[25.0],[214],1
4,q3_full,step_only,4,model_dependent,0.1593619287932742,0.1634537575057765,53,0,"[29.20491842677795, 30.456294565, 33.1117307459062]","[25.0, 25.0, 25.0, 25.0]","[38, 46, 67, 63]",1,[],[25.0],[214],1
4,q3_full,low_delay,1,model_dependent,0.2097183608531987,0.2185081513427897,53,0,[],[12.857142857142858],[214],1,[],[12.857142857142858],[214],0
4,q3_full,low_delay,3,model_dependent,0.2035624090725141,0.2099141338921132,53,0,"[29.152824510000002, 33.51725612668065]","[12.857142857142858, 12.857142857142858, 25.0]","[36, 129, 49]",2,[33.51725612668065],"[12.857142857142858, 25.0]","[165, 49]",1
4,q3_full,low_delay,4,model_dependent,0.2035624090725141,0.2099141338921132,53,0,"[28.9759443680863, 29.7458871954643, 33.51725612668065]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 29, 111, 49]",2,[33.51725612668065],"[12.857142857142858, 25.0]","[165, 49]",1
4,q3_full,medium_delay,1,model_dependent,0.2330354338906416,0.2424091307362176,53,0,[],[11.0],[214],1,[],[11.0],[214],1
4,q3_full,medium_delay,3,model_dependent,0.2325371608948049,0.2415906442906066,53,0,"[29.0780592777865, 33.82618036210485]","[11.0, 11.0, 12.857142857142858]","[32, 137, 45]",2,[33.82618036210485],"[11.0, 12.857142857142858]","[169, 45]",1
4,q3_full,medium_delay,4,model_dependent,0.2325371608948049,0.2415906442906066,53,0,"[29.152824510000002, 30.406106735, 33.82618036210485]","[11.0, 11.0, 11.0, 12.857142857142858]","[36, 44, 89, 45]",2,[33.82618036210485],"[11.0, 12.857142857142858]","[169, 45]",1
4,q3_full,high_delay,1,model_dependent,0.2330354338906416,0.2424091307362176,53,0,[],[11.0],[214],1,[],[11.0],[214],1
4,q3_full,high_delay,3,model_dependent,0.2330354338906416,0.2424091307362176,53,0,"[29.0780592777865, 29.80803022604035]","[11.0, 11.0, 11.0]","[32, 28, 154]",1,[],[11.0],[214],1
4,q3_full,high_delay,4,model_dependent,0.2330354338906416,0.2424091307362176,53,0,"[29.152824510000002, 30.406106735, 33.21173465295685]","[11.0, 11.0, 11.0, 11.0]","[36, 44, 75, 59]",1,[],[11.0],[214],1
5,q2,step_only,1,model_dependent,0.1551681268919852,0.1576169584408985,53,1,[],[25.0],[214],1,[],[25.0],[214],1
5,q2,step_only,3,model_dependent,0.1546754181726368,0.1560166850922122,53,1,"[28.995840137890752, 29.92762346]","[12.857142857142858, 25.0, 25.0]","[25, 32, 157]",2,[28.995840137890752],"[12.857142857142858, 25.0]","[25, 189]",1
5,q2,step_only,4,model_dependent,0.1546754181726368,0.1560166850922122,53,1,"[28.995840137890752, 29.92762346, 31.66284253]","[12.857142857142858, 25.0, 25.0, 25.0]","[25, 32, 57, 100]",2,[28.995840137890752],"[12.857142857142858, 25.0]","[25, 189]",1
5,q2,low_delay,1,model_dependent,0.2038727223429534,0.2070345236831787,53,1,[],[12.857142857142858],[214],1,[],[12.857142857142858],[214],0
5,q2,low_delay,3,model_dependent,0.1967308515289899,0.197869651273614,53,1,"[29.0780592777865, 33.48942369335015]","[12.857142857142858, 12.857142857142858, 25.0]","[29, 135, 50]",2,[33.48942369335015],"[12.857142857142858, 25.0]","[164, 50]",1
5,q2,low_delay,4,model_dependent,0.1967308515289899,0.197869651273614,53,1,"[29.0455820628869, 29.8182661822407, 33.48942369335015]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[27, 27, 110, 50]",2,[33.48942369335015],"[12.857142857142858, 25.0]","[164, 50]",1
5,q2,medium_delay,1,model_dependent,0.2274489560653432,0.2304512202448387,53,1,[],[11.0],[214],1,[],[11.0],[214],1
5,q2,medium_delay,3,model_dependent,0.2266775004818088,0.2295143672412149,53,1,"[33.01379810004135, 34.10245052764635]","[11.0, 11.714285714285714, 12.857142857142858]","[150, 25, 39]",3,"[33.01379810004135, 34.10245052764635]","[11.0, 11.714285714285714, 12.857142857142858]","[150, 25, 39]",1
5,q2,medium_delay,4,model_dependent,0.2266775004818088,0.2295143672412149,53,1,"[29.20214229677795, 33.01379810004135, 34.10245052764635]","[11.0, 11.0, 11.714285714285714, 12.857142857142858]","[36, 114, 25, 39]",3,"[33.01379810004135, 34.10245052764635]","[11.0, 11.714285714285714, 12.857142857142858]","[150, 25, 39]",1
5,q2,high_delay,1,model_dependent,0.2274489560653432,0.2304512202448387,53,1,[],[11.0],[214],1,[],[11.0],[214],1
5,q2,high_delay,3,model_dependent,0.2274489560653432,0.2304512202448387,53,1,"[29.20214229677795, 30.3804461322209]","[11.0, 11.0, 11.0]","[36, 38, 140]",1,[],[11.0],[214],1
5,q2,high_delay,4,model_dependent,0.2274489560653432,0.2304512202448387,53,1,"[29.26591345677795, 30.46963577, 33.71727917055455]","[11.0, 11.0, 11.0, 11.0]","[37, 45, 84, 48]",1,[],[11.0],[214],1
5,q3_basic,step_only,1,model_dependent,0.1547466852894004,0.1560781835737866,53,1,[],[25.0],[214],1,[],[25.0],[214],1
5,q3_basic,step_only,3,model_dependent,0.1545723280557945,0.1539386877437299,53,1,"[29.152824510000002, 30.435518495]","[12.857142857142858, 25.0, 25.0]","[35, 43, 136]",2,[29.152824510000002],"[12.857142857142858, 25.0]","[35, 179]",1
5,q3_basic,step_only,4,model_dependent,0.1545723280557945,0.1539386877437299,53,1,"[29.152824510000002, 30.435518495, 32.2768860333865]","[12.857142857142858, 25.0, 25.0, 25.0]","[35, 43, 52, 84]",2,[29.152824510000002],"[12.857142857142858, 25.0]","[35, 179]",1
5,q3_basic,low_delay,1,model_dependent,0.2036952541138194,0.2018434734548356,53,1,[],[12.857142857142858],[214],1,[],[12.857142857142858],[214],0
5,q3_basic,low_delay,3,model_dependent,0.196201007180158,0.1915399165381044,53,1,"[29.10705821745655, 33.411452741852145]","[12.857142857142858, 12.857142857142858, 25.0]","[30, 132, 52]",2,[33.411452741852145],"[12.857142857142858, 25.0]","[162, 52]",1
5,q3_basic,low_delay,4,model_dependent,0.196201007180158,0.1915399165381044,53,1,"[28.995840137890752, 29.7859335372407, 33.411452741852145]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[25, 28, 109, 52]",2,[33.411452741852145],"[12.857142857142858, 25.0]","[162, 52]",1
5,q3_basic,medium_delay,1,model_dependent,0.2274024601187821,0.2246970334148297,53,1,[],[11.0],[214],1,[],[11.0],[214],1
5,q3_basic,medium_delay,3,model_dependent,0.2265389035357264,0.2236652948890487,53,1,"[33.411452741852145, 35.00033464]","[11.0, 12.714285714285714, 12.857142857142858]","[162, 27, 25]",3,"[33.411452741852145, 35.00033464]","[11.0, 12.714285714285714, 12.857142857142858]","[162, 27, 25]",1
5,q3_basic,medium_delay,4,model_dependent,0.2265389035357264,0.2236652948890487,53,1,"[29.20214229677795, 33.411452741852145, 35.00033464]","[11.0, 11.0, 12.714285714285714, 12.857142857142858]","[36, 126, 27, 25]",3,"[33.411452741852145, 35.00033464]","[11.0, 12.714285714285714, 12.857142857142858]","[162, 27, 25]",1
5,q3_basic,high_delay,1,model_dependent,0.2274024601187821,0.2246970334148297,53,1,[],[11.0],[214],1,[],[11.0],[214],1
5,q3_basic,high_delay,3,model_dependent,0.2274024601187821,0.2246970334148297,53,1,"[29.20214229677795, 30.3804461322209]","[11.0, 11.0, 11.0]","[36, 38, 140]",1,[],[11.0],[214],1
5,q3_basic,high_delay,4,model_dependent,0.2274024601187821,0.2246970334148297,53,1,"[29.20214229677795, 30.46963577, 33.48942369335015]","[11.0, 11.0, 11.0, 11.0]","[36, 46, 82, 50]",1,[],[11.0],[214],1
5,q3_full,step_only,1,model_dependent,0.1548891609736296,0.1513759614917977,53,1,[],[25.0],[214],1,[],[25.0],[214],1
5,q3_full,step_only,3,model_dependent,0.1547759134472675,0.1490077822476026,53,1,"[29.32178088201715, 30.48501834]","[12.857142857142858, 25.0, 25.0]","[38, 48, 128]",2,[29.32178088201715],"[12.857142857142858, 25.0]","[38, 176]",1
5,q3_full,step_only,4,model_dependent,0.1547759134472675,0.1490077822476026,53,1,"[29.32178088201715, 30.521331102512548, 32.38715388355615]","[12.857142857142858, 25.0, 25.0, 25.0]","[38, 49, 47, 80]",2,[29.32178088201715],"[12.857142857142858, 25.0]","[38, 176]",1
5,q3_full,low_delay,1,model_dependent,0.2037510936053019,0.1917760656778422,53,1,[],[12.857142857142858],[214],1,[],[12.857142857142858],[214],0
5,q3_full,low_delay,3,model_dependent,0.196069805373677,0.1829488742865794,53,1,"[28.995840137890752, 33.61575142335015]","[12.857142857142858, 12.857142857142858, 25.0]","[25, 140, 49]",2,[33.61575142335015],"[12.857142857142858, 25.0]","[165, 49]",1
5,q3_full,low_delay,4,model_dependent,0.196069805373677,0.1829488742865794,53,1,"[29.749820315464298, 32.423729663906755, 33.61575142335015]","[12.857142857142858, 12.857142857142858, 12.857142857142858, 25.0]","[49, 88, 28, 49]",2,[33.61575142335015],"[12.857142857142858, 25.0]","[165, 49]",1
5,q3_full,medium_delay,1,model_dependent,0.2274124678669734,0.2138290405256195,53,1,[],[11.0],[214],1,[],[11.0],[214],1
5,q3_full,medium_delay,3,model_dependent,0.2265379953261825,0.2129020850743851,53,1,"[29.20214229677795, 33.61575142335015]","[11.0, 11.0, 12.857142857142858]","[36, 129, 49]",2,[33.61575142335015],"[11.0, 12.857142857142858]","[165, 49]",1
5,q3_full,medium_delay,4,model_dependent,0.2265379953261825,0.2129020850743851,53,1,"[29.20214229677795, 30.3804461322209, 33.61575142335015]","[11.0, 11.0, 11.0, 12.857142857142858]","[36, 38, 91, 49]",2,[33.61575142335015],"[11.0, 12.857142857142858]","[165, 49]",1
5,q3_full,high_delay,1,model_dependent,0.2274124678669734,0.2138290405256195,53,1,[],[11.0],[214],1,[],[11.0],[214],1
5,q3_full,high_delay,3,model_dependent,0.2274124678669734,0.2138290405256195,53,1,"[29.20214229677795, 30.406106735]","[11.0, 11.0, 11.0]","[36, 40, 138]",1,[],[11.0],[214],1
5,q3_full,high_delay,4,model_dependent,0.2274124678669734,0.2138290405256195,53,1,"[29.20214229677795, 30.46963577, 33.178474848588806]","[11.0, 11.0, 11.0, 11.0]","[36, 46, 73, 59]",1,[],[11.0],[214],1
